Species,PriceCateg,Weight,Length
Alburnus macedonicus,NA,NA,14.5
Alburnus mandrensis,NA,NA,19.2
Alburnus mento,unknown,NA,40
Alburnus mentoides,NA,NA,13
Alburnus mossulensis,unknown,NA,16.6
Alburnus nasreddini,unknown,NA,9.81
Alburnus neretvae,NA,NA,11.88
Alburnus nicaeensis,NA,NA,14.55
Alburnus orontis,unknown,NA,9.1
Alburnus qalilus,unknown,NA,9.4
Alburnus sarmaticus,NA,NA,25
Alburnus sava,NA,NA,21.8
Alburnus schischkovi,NA,NA,21
Alburnus scoranza,NA,47.4,17.9
Alburnus selcuklui,NA,NA,11.55
Alburnus sellal,unknown,NA,10.99
Alburnus tarichi,unknown,NA,20.2
Alburnus thessalicus,NA,30.2,15.5
Alburnus timarensis,NA,NA,10.8
Alburnus vistonicus,NA,NA,21.7
Alburnus volviticus,NA,NA,30
Alburnus zagrosensis,NA,NA,12.97
Alcichthys elongatus,low,1000,44
Alcockia rostrata,NA,NA,35
Alcolapia alcalica,unknown,NA,11.57
Alcolapia grahami,unknown,NA,20
Alcolapia latilabris,unknown,NA,6.19
Alcolapia ndalalani,unknown,NA,4.98
Aldrichetta forsteri,medium,950,50
Aldrovandia affinis,unknown,NA,55
Aldrovandia gracilis,unknown,NA,55
Aldrovandia mediorostris,unknown,NA,43
Aldrovandia oleosa,unknown,NA,52
Aldrovandia phalacra,unknown,NA,50
Aldrovandia rostrata,unknown,NA,50.8
Alectis alexandrina,high,3170,100
Alectis ciliaris,medium,22900,150
Alectis indica,medium,25000,165
Alectrias alectrolophus,unknown,NA,10
Alectrias benjamini,unknown,NA,10
Alectrias cirratus,unknown,NA,10
Alectrias gallinus,unknown,NA,NA
Alectrias markevichi,NA,NA,6.6
Alectrias mutsuensis,unknown,NA,8.2
Alectridium aurantiacum,unknown,NA,13.3
Alepes apercna,medium,NA,29.5
Alepes djedaba,medium,124,40
Alepes kleinii,medium,NA,16
Alepes melanoptera,medium,NA,25
Alepes vari,medium,NA,56
Alepidomus evermanni,medium,NA,3.3
Alepisaurus brevirostris,unknown,NA,96
Alepisaurus ferox,unknown,9000,215
Alepocephalus agassizii,unknown,NA,123
Alepocephalus andersoni,unknown,NA,NA
Alepocephalus antipodianus,unknown,NA,66.2
Alepocephalus asperifrons,unknown,NA,NA
Alepocephalus australis,unknown,NA,69
Alepocephalus bairdii,unknown,NA,100
Alepocephalus bicolor,unknown,NA,29
Alepocephalus blanfordii,unknown,NA,NA
Alepocephalus dentifer,unknown,NA,30.5
Alepocephalus fundulus,unknown,NA,18
Alepocephalus longiceps,unknown,NA,16
Alepocephalus longirostris,unknown,NA,41
Alepocephalus melas,unknown,NA,NA
Alepocephalus owstoni,unknown,NA,40
Alepocephalus planifrons,unknown,NA,NA
Alepocephalus productus,unknown,NA,41
Alepocephalus rostratus,unknown,NA,50
Alepocephalus tenebrosus,unknown,NA,61
Alepocephalus triangularis,unknown,NA,24
Alepocephalus umbriceps,unknown,NA,63
Alertichthys blacki,unknown,NA,NA
Alestes ansorgii,NA,NA,27
Alestes baremoze,unknown,500,43
Alestes dentex,unknown,600,55
Alestes inferus,NA,NA,9.43
Alestes liebrechtsii,unknown,NA,40
Alestes macrophthalmus,unknown,NA,60
Alestes stuhlmannii,unknown,NA,21
Alestopetersius bifasciatus,unknown,NA,5.7
Alestopetersius brichardi,unknown,NA,7.85
Alestopetersius caudalis,unknown,NA,6.2
Alestopetersius compressus,unknown,NA,7.75
Alestopetersius conspectus,NA,NA,5.69
Alestopetersius hilgendorfi,unknown,NA,10
Alestopetersius leopoldianus,unknown,NA,9
Alestopetersius nigropterus,unknown,NA,6.45
Alestopetersius smykalai,unknown,NA,6
Alestopetersius tumbensis,unknown,NA,4.35
Alfaro cultratus,unknown,NA,7.5
Alfaro huberi,unknown,NA,5
Algansea amecae,NA,NA,10.1
Algansea aphanea,unknown,NA,NA
Algansea avia,unknown,NA,NA
Algansea barbata,unknown,NA,NA
Algansea lacustris,unknown,NA,NA
Algansea monticola,unknown,NA,NA
Algansea popoche,unknown,NA,NA
Algansea tincella,unknown,NA,NA
Alionematichthys ceylonensis,NA,NA,7.2
Alionematichthys crassiceps,NA,NA,6.3
Alionematichthys minyomma,unknown,NA,7.79
Alionematichthys phuketensis,NA,NA,3.6
Alionematichthys piger,NA,NA,8.4
Alionematichthys plicatosurculus,NA,NA,7.9
Alionematichthys riukiuensis,unknown,NA,7.87
Alionematichthys samoaensis,NA,NA,5.4
Alionematichthys shinoharai,NA,NA,3.4
Alionematichthys suluensis,NA,NA,4.9
Alionematichthys winterbottomi,NA,NA,8
Allenbatrachus grunniens,unknown,NA,30
Allenbatrachus meridionalis,NA,NA,18.9
Allenbatrachus reticulatus,unknown,NA,11
Allenichthys glauerti,unknown,NA,19
Allips concolor,unknown,NA,NA
Alloblennius anuchalis,unknown,NA,2.39
Alloblennius frondiculus,NA,NA,2.38
Alloblennius jugularis,unknown,NA,5
Alloblennius parvus,unknown,NA,2.6
Alloblennius pictus,unknown,NA,2.6
Allocareproctus jordani,unknown,730,34
Allocareproctus kallaion,unknown,NA,19.5
Allocareproctus tanix,unknown,NA,NA
Allocareproctus unangas,unknown,NA,NA
Allocareproctus ungak,unknown,NA,12.93
Alloclinus holderi,unknown,NA,10
Allocyttus folletti,medium,1300,42
Allocyttus guineensis,medium,NA,23.2
Allocyttus niger,medium,1500,47
Allocyttus verrucosus,medium,2000,42.5
Allodontichthys hubbsi,unknown,NA,6
Allodontichthys polylepis,unknown,NA,4.5
Allodontichthys tamazulae,unknown,NA,NA
Allodontichthys zonistius,unknown,NA,4.5
Allomicrodesmus dorotheae,unknown,NA,NA
Allomogurnda flavimarginata,NA,NA,6.1
Allomogurnda hoesei,NA,NA,7.8
Allomogurnda insularis,NA,NA,5.47
Allomogurnda landfordi,NA,NA,5.85
Allomogurnda montana,NA,NA,6.1
Allomogurnda multicincta,NA,NA,3.6
Allomogurnda nesolepis,unknown,NA,4.6
Allomogurnda papua,NA,NA,11.7
Allomogurnda sampricei,NA,NA,4.91
Allomycterus pilatus,unknown,NA,50
Alloophorus robustus,unknown,NA,12
Allosmerus elongatus,low,NA,22.9
Allothunnus fallai,very high,13700,105
Allotoca catarinae,unknown,NA,5
Allotoca diazi,unknown,NA,10
Allotoca dugesii,unknown,NA,6.5
Allotoca goslinei,unknown,NA,6
Allotoca maculata,unknown,NA,6.5
Allotoca meeki,unknown,NA,7
Allotoca regalis,unknown,NA,7.5
Allotoca zacapuensis,unknown,NA,3
Alopias pelagicus,unknown,NA,428
Alopias superciliosus,low,363800,487.985
Alopias vulpinus,high,348000,573.3
Alosa aestivalis,low,200,40
Alosa agone,low,760,42.6
Alosa alabamae,low,NA,51
Alosa algeriensis,NA,NA,43.5
Alosa alosa,low,4000,69
Alosa braschnikowi,low,NA,50
Alosa caspia,low,250,32
Alosa chrysochloris,low,1700,50
Alosa curensis,low,NA,19
Alosa fallax,low,1500,60
Alosa immaculata,high,NA,39
Alosa kessleri,low,1200,52
Alosa killarnensis,NA,NA,20
Alosa macedonica,low,600,35.1
Alosa maeotica,low,NA,32
Alosa mediocris,low,NA,60
Alosa pseudoharengus,low,200,40
Alosa sapidissima,low,5500,76
Alosa saposchnikowii,low,469,38.1
Alosa sphaerocephala,low,NA,25
Alosa suworowi,NA,NA,26.8
Alosa tanaica,low,59,24.6
Alosa vistonica,low,NA,17
Alosa volgensis,NA,NA,35
Alphestes afer,very high,NA,33
Alphestes immaculatus,NA,NA,30
Alphestes multiguttatus,NA,NA,30
Alticorpus geoffreyi,unknown,NA,15.5
Alticorpus macrocleithrum,unknown,NA,12.7
Alticorpus mentale,unknown,NA,20.1
Alticorpus peterdaviesi,unknown,NA,15
Alticorpus profundicola,unknown,NA,12.4
Alticus anjouanae,unknown,NA,7.62
Alticus arnoldorum,unknown,NA,8
Alticus kirkii,unknown,NA,11
Alticus magnusi,NA,NA,NA
Alticus monochrus,unknown,NA,10
Alticus montanoi,unknown,NA,10
Alticus orientalis,NA,NA,8.75
Alticus saliens,unknown,NA,10
Alticus sertatus,unknown,NA,8
Alticus simplicirrus,unknown,NA,12
Altolamprologus calvus,unknown,NA,13.5
Altolamprologus compressiceps,unknown,NA,12.3
Altrichthys azurelineatus,unknown,NA,6.5
Altrichthys curatus,unknown,NA,6.5
Aluterus heudelotii,unknown,NA,45
Aluterus monoceros,unknown,2710,76.2
Aluterus schoepfii,unknown,NA,61
Aluterus scriptus,unknown,2500,110
Amamiichthys matsubarai,very high,NA,60
Amanses scopas,unknown,NA,20
Amaralia hypsiura,unknown,NA,13.3
Amaralia oviraptor,NA,NA,12.28
Amarginops platus,unknown,NA,17
Amarsipus carlsbergi,unknown,NA,21.2
Amatitlania altoflava,unknown,NA,9
Amatitlania coatepeque,NA,NA,9.1
Amatitlania kanna,NA,NA,8.3
Amatitlania myrnae,unknown,NA,8
Amatitlania nanolutea,unknown,NA,6.4
Amatitlania nigrofasciata,unknown,NA,10
Amatitlania sajica,unknown,NA,9
Amatitlania septemfasciata,unknown,NA,10
Amatitlania siquia,NA,NA,7.9
Amazonspinther dalmata,NA,NA,1.979
Amazonsprattus scintilla,NA,NA,2
Ambassis agassizii,NA,NA,7.5
Ambassis agrammus,low,NA,7.5
Ambassis ambassis,low,NA,15
Ambassis buruensis,low,NA,8.2
Ambassis buton,NA,NA,5
Ambassis dussumieri,NA,NA,10
Ambassis elongata,NA,NA,7.5
Ambassis fontoynonti,low,NA,6
Ambassis gymnocephalus,low,NA,16
Ambassis interrupta,low,12,12
Ambassis jacksoniensis,low,NA,7
Ambassis kopsii,low,NA,10.2
Ambassis macleayi,low,NA,9
Ambassis macracanthus,low,NA,10.5
Ambassis marianus,low,NA,10
Ambassis miops,low,NA,10.3
Ambassis nalua,low,NA,12.5
Ambassis natalensis,NA,NA,9
Ambassis urotaenia,low,NA,14
Ambassis vachellii,low,NA,6.5
Ambastaia nigrolineata,unknown,NA,8
Ambastaia sidthimunki,unknown,NA,5.5
Ambiserrula jugosa,high,NA,12.1
Ambloplites ariommus,unknown,820,30.5
Ambloplites cavifrons,unknown,620,36
Ambloplites constellatus,unknown,450,27.9
Ambloplites rupestris,unknown,1360,43
Amblyceps accari,NA,NA,4.7
Amblyceps apangi,unknown,NA,15.9
Amblyceps arunchalensis,NA,NA,9.72
Amblyceps caecutiens,unknown,NA,7.3
Amblyceps carinatum,unknown,NA,3.6
Amblyceps cerinum,NA,NA,9.73
Amblyceps foratum,unknown,NA,8.51
Amblyceps kurzii,NA,NA,5.63
Amblyceps laticeps,unknown,NA,4.21
Amblyceps macropterus,unknown,NA,4.94
Amblyceps mangois,unknown,NA,12.5
Amblyceps murraystuarti,unknown,NA,12.83
Amblyceps platycephalus,unknown,NA,12
Amblyceps protentum,NA,NA,NA
Amblyceps serratum,unknown,NA,4.53
Amblyceps tenuispinis,unknown,NA,6.61
Amblyceps torrentis,NA,NA,9.55
Amblyceps tuberculatum,NA,NA,9.72
Amblyceps variegatum,unknown,NA,6.29
Amblyceps waikhomi,NA,NA,4.47
Amblyceps yunnanensis,NA,NA,7.598
Amblychaeturichthys hexanema,very high,24.8,17.4
Amblychaeturichthys sciistius,very high,NA,6
Amblycirrhitus bimacula,unknown,NA,8.5
Amblycirrhitus earnshawi,unknown,NA,6.65
Amblycirrhitus oxyrhynchos,unknown,NA,5.2
Amblycirrhitus pinos,unknown,NA,9.5
Amblycirrhitus unimacula,unknown,NA,8.5
Amblydoras affinis,unknown,NA,10
Amblydoras bolivarensis,unknown,NA,10.2
Amblydoras gonzalezi,unknown,NA,9.8
Amblydoras monitor,unknown,NA,9
Amblydoras nauticus,unknown,NA,7.5
Amblyeleotris arcupinna,very high,NA,11
Amblyeleotris aurora,very high,NA,11
Amblyeleotris bellicauda,very high,NA,NA
Amblyeleotris biguttata,very high,NA,10.4
Amblyeleotris bleekeri,NA,NA,5.77
Amblyeleotris callopareia,very high,NA,7.8
Amblyeleotris cephalotaenius,very high,NA,NA
Amblyeleotris delicatulus,very high,NA,NA
Amblyeleotris diagonalis,very high,NA,11
Amblyeleotris downingi,very high,NA,14
Amblyeleotris ellipse,very high,NA,4.4
Amblyeleotris fasciata,very high,NA,8
Amblyeleotris fontanesii,very high,NA,25
Amblyeleotris guttata,very high,NA,11
Amblyeleotris gymnocephala,NA,NA,14
Amblyeleotris harrisorum,very high,NA,NA
Amblyeleotris japonica,very high,NA,8.5
Amblyeleotris latifasciata,very high,NA,13
Amblyeleotris macronema,very high,NA,8
Amblyeleotris marquesas,very high,NA,7.5
Amblyeleotris masuii,very high,NA,11
Amblyeleotris melanocephala,very high,NA,NA
Amblyeleotris morishitai,NA,NA,NA
Amblyeleotris neglecta,NA,NA,3.4
Amblyeleotris neumanni,NA,NA,5.49
Amblyeleotris novaecaledoniae,very high,NA,9.5
Amblyeleotris ogasawarensis,very high,NA,10
Amblyeleotris periophthalma,very high,NA,11
Amblyeleotris randalli,very high,NA,12
Amblyeleotris rhyax,very high,NA,NA
Amblyeleotris rubrimarginata,very high,NA,11
Amblyeleotris steinitzi,very high,NA,13
Amblyeleotris stenotaeniata,very high,NA,6.6
Amblyeleotris sungami,very high,NA,10
Amblyeleotris taipinensis,NA,NA,4.42
Amblyeleotris triguttata,very high,NA,9
Amblyeleotris wheeleri,very high,NA,10
Amblyeleotris yanoi,very high,NA,13
Amblygaster clupeoides,low,NA,21
Amblygaster indiana,NA,NA,2.93
Amblygaster leiogaster,low,NA,23
Amblygaster sirm,low,NA,27
Amblyglyphidodon aureus,unknown,NA,13
Amblyglyphidodon batunai,unknown,NA,10
Amblyglyphidodon curacao,unknown,NA,11
Amblyglyphidodon flavilatus,unknown,NA,10
Amblyglyphidodon flavopurpureus,NA,NA,9.4
Amblyglyphidodon indicus,unknown,NA,8.3
Amblyglyphidodon leucogaster,unknown,NA,13
Amblyglyphidodon melanopterus,unknown,NA,10.17
Amblyglyphidodon orbicularis,unknown,NA,8.3
Amblyglyphidodon silolona,NA,NA,12.5
Amblyglyphidodon ternatensis,unknown,NA,10
Amblygobius albimaculatus,very high,NA,18
Amblygobius buanensis,very high,NA,7.5
Amblygobius bynoensis,very high,NA,10
Amblygobius calvatus,NA,NA,3.3
Amblygobius cheraphilus,NA,NA,2.74
Amblygobius decussatus,very high,NA,9.5
Amblygobius esakiae,very high,NA,8.5
Amblygobius linki,very high,NA,6.5
Amblygobius magnusi,very high,NA,5.3
Amblygobius nocturnus,very high,NA,10
Amblygobius phalaena,very high,NA,15
Amblygobius semicinctus,very high,NA,11
Amblygobius sewardii,NA,NA,NA
Amblygobius sphynx,very high,NA,18
Amblygobius stethophthalmus,very high,NA,8.5
Amblygobius tekomaji,very high,NA,3.8
Amblyopsis hoosieri,NA,NA,8.24
Amblyopsis rosae,unknown,NA,6.2
Amblyopsis spelaea,unknown,NA,11
Amblyotrypauchen arctocephalus,very high,NA,NA
Amblypharyngodon atkinsonii,unknown,NA,15
Amblypharyngodon chulabhornae,unknown,NA,4
Amblypharyngodon melettinus,unknown,NA,8
Amblypharyngodon microlepis,unknown,NA,10
Amblypharyngodon mola,unknown,NA,20
Amblypomacentrus breviceps,unknown,NA,8.5
Amblypomacentrus clarus,unknown,NA,6
Amblypomacentrus vietnamicus,NA,NA,NA
Amblyraja badia,NA,NA,86
Amblyraja doellojuradoi,medium,NA,69
Amblyraja frerichsi,medium,NA,91
Amblyraja georgiana,high,NA,115
Amblyraja hyperborea,NA,NA,112
Amblyraja jenseni,medium,NA,74.25
Amblyraja radiata,medium,11400,105
Amblyraja reversa,medium,NA,60
Amblyraja robertsi,medium,NA,77
Amblyraja taaf,medium,NA,90
Amblyrhynchichthys micracanthus,unknown,NA,19.67
Amblyrhynchichthys truncatus,unknown,NA,40
Amblyrhynchotes honckenii,NA,NA,30
Amblyrhynchotes rufopunctatus,very high,NA,NA
Ambophthalmos angustus,unknown,NA,29
Ambophthalmos eurystigmatephoros,unknown,NA,26.2
Ambophthalmos magnicirrus,unknown,NA,25
Ameca splendens,unknown,NA,8
Ameiurus brunneus,unknown,NA,29
Ameiurus catus,unknown,9750,95
Ameiurus melas,unknown,3620,66
Ameiurus natalis,unknown,1920,60
Ameiurus nebulosus,unknown,2740,55
Ameiurus platycephalus,unknown,NA,29
Ameiurus serracanthus,unknown,NA,28
Amia calva,unknown,9750,109
Amioides polyacanthus,high,NA,22
Amissidens hainesi,medium,NA,32
Ammocrypta beanii,unknown,NA,7.2
Ammocrypta bifascia,unknown,NA,7.7
Ammocrypta clara,unknown,NA,7.1
Ammocrypta meridiana,unknown,NA,7
Ammocrypta pellucida,unknown,NA,8.4
Ammocrypta vivax,unknown,NA,7.3
Ammocryptocharax elegans,unknown,NA,3.25
Ammocryptocharax lateralis,unknown,NA,2.83
Ammocryptocharax minutus,unknown,NA,2
Ammocryptocharax vintonae,unknown,NA,9.01
Ammodytes americanus,low,NA,23.5
Ammodytes dubius,low,NA,25
Ammodytes hexapterus,low,100,30
Ammodytes marinus,low,NA,25
Ammodytes personatus,very high,NA,15
Ammodytes tobianus,low,NA,20
Ammodytoides gilli,unknown,NA,11.6
Ammodytoides idai,NA,NA,12.13
Ammodytoides kanazawai,NA,NA,6.32
Ammodytoides kimurai,unknown,NA,12.06
Ammodytoides leptus,unknown,NA,12.7
Ammodytoides praematura,NA,NA,6.1
Ammodytoides pylei,unknown,NA,17.3
Ammodytoides renniei,unknown,NA,7.3
Ammodytoides vagus,unknown,NA,15
Ammodytoides xanthops,NA,NA,12.2
Ammoglanis amapaensis,NA,NA,1.78
Ammoglanis diaphanus,unknown,NA,1.87
Ammoglanis pulex,unknown,NA,1.49
Ammolabrus dicrus,very high,NA,9.41
Ammotretis brevipinnis,medium,NA,38
Ammotretis elongatus,medium,NA,22
Ammotretis lituratus,medium,NA,23
Ammotretis macrolepis,medium,NA,10
Ammotretis rostratus,medium,NA,30
Amniataba affinis,unknown,NA,15
Amniataba caudavittata,unknown,NA,30
Amniataba percoides,unknown,NA,18
Amoya gracilis,very high,NA,14
Amoya madraspatensis,NA,NA,7
Amoya signata,very high,NA,5.5
Amoya veliensis,NA,NA,NA
Amphelikturus dendriticus,unknown,NA,7.5
Amphiarius phrygiatus,medium,NA,35.5
Amphiarius rugispinis,medium,NA,47
Amphichaetodon howensis,unknown,NA,18
Amphichaetodon melbae,unknown,NA,14.5
Amphichthys cryptocentrus,unknown,1200,40
Amphichthys rubigenis,unknown,NA,NA
Amphilius atesuensis,unknown,NA,9.3
Amphilius athiensis,NA,NA,16.03
Amphilius brevis,unknown,NA,8.4
Amphilius caudosignatus,NA,NA,4.96
Amphilius chalei,NA,NA,6.97
Amphilius crassus,NA,NA,8.63
Amphilius cryptobullatus,unknown,NA,13.47
Amphilius dimonikensis,NA,NA,5.56
Amphilius frieli,NA,NA,13.56
Amphilius grandis,NA,NA,18.14
Amphilius jacksonii,unknown,NA,15
Amphilius kakrimensis,unknown,NA,4.2
Amphilius kivuensis,unknown,NA,10.6
Amphilius korupi,NA,NA,6.5
Amphilius krefftii,NA,NA,20.8
Amphilius lamani,unknown,NA,9.6
Amphilius lampei,unknown,NA,10
Amphilius laticaudatus,unknown,NA,5.2
Amphilius lentiginosus,unknown,NA,11.8
Amphilius longirostris,unknown,NA,8.2
Amphilius lujani,NA,NA,11.95
Amphilius maesii,unknown,NA,8.8
Amphilius mamonekenensis,NA,NA,7.16
Amphilius natalensis,unknown,NA,12.5
Amphilius nigricaudatus,NA,NA,7.3
Amphilius opisthophthalmus,unknown,NA,8.4
Amphilius pedunculus,NA,NA,11.88
Amphilius platychir,unknown,NA,9.2
Amphilius pulcher,unknown,NA,7.8
Amphilius rheophilus,unknown,NA,12.2
Amphilius ruziziensis,NA,NA,12.06
Amphilius uranoscopus,unknown,NA,19.5
Amphilius zairensis,unknown,NA,9.35
Amphilophus amarillo,unknown,NA,15.5
Amphilophus astorquii,NA,NA,15.46
Amphilophus chancho,NA,NA,24.24
Amphilophus citrinellus,unknown,NA,24.4
Amphilophus flaveolus,NA,NA,13.64
Amphilophus globosus,NA,NA,16.46
Amphilophus hogaboomorum,unknown,NA,15
Amphilophus labiatus,unknown,NA,24
Amphilophus lyonsi,unknown,NA,15
Amphilophus margaritifer,unknown,NA,12.7
Amphilophus sagittae,unknown,NA,16
Amphilophus supercilius,NA,NA,16.78
Amphilophus tolteca,NA,NA,14.96
Amphilophus viridis,NA,NA,19.17
Amphilophus xiloaensis,unknown,NA,16
Amphilophus zaliosus,unknown,NA,20
Amphiprion akallopisos,unknown,NA,11
Amphiprion akindynos,unknown,NA,9
Amphiprion allardi,unknown,NA,15
Amphiprion barberi,NA,NA,8.58
Amphiprion bicinctus,unknown,NA,14
Amphiprion chagosensis,unknown,NA,11
Amphiprion chrysogaster,unknown,NA,15
Amphiprion chrysopterus,unknown,NA,17
Amphiprion clarkii,unknown,NA,15
Amphiprion ephippium,unknown,NA,14
Amphiprion frenatus,unknown,NA,14
Amphiprion fuscocaudatus,unknown,NA,14
Amphiprion latezonatus,unknown,NA,14
Amphiprion latifasciatus,unknown,NA,13
Amphiprion leucokranos,unknown,NA,12
Amphiprion mccullochi,unknown,NA,12
Amphiprion melanopus,unknown,NA,12
Amphiprion nigripes,unknown,NA,11
Amphiprion ocellaris,unknown,NA,11
Amphiprion omanensis,unknown,NA,14
Amphiprion pacificus,NA,NA,4.83
Amphiprion percula,unknown,NA,11
Amphiprion perideraion,unknown,NA,10
Amphiprion polymnus,unknown,NA,13
Amphiprion rubrocinctus,unknown,NA,12
Amphiprion sandaracinos,unknown,NA,14
Amphiprion sebae,unknown,NA,16
Amphiprion thiellei,unknown,NA,9
Amphiprion tricinctus,unknown,NA,12
Amphistichus argenteus,unknown,2000,43
Amphistichus koelzi,unknown,NA,31
Amphistichus rhodoterus,unknown,NA,41
Amsichthys knighti,unknown,NA,4.5
Anabarilius alburnops,unknown,NA,29
Anabarilius andersoni,unknown,NA,24
Anabarilius brevianalis,unknown,NA,12.5
Anabarilius duoyiheensis,unknown,NA,NA
Anabarilius goldenlineus,NA,NA,NA
Anabarilius grahami,unknown,NA,15.6
Anabarilius liui chenghaiensis,unknown,NA,22.3
Anabarilius liui liui,unknown,NA,27.3
Anabarilius liui yalongensis,unknown,NA,NA
Anabarilius liui yiliangensis,unknown,NA,25.6
Anabarilius longicaudatus,unknown,NA,20
Anabarilius macrolepis,unknown,NA,14.8
Anabarilius maculatus,unknown,NA,13.9
Anabarilius paucirastellus,unknown,NA,NA
Anabarilius polylepis,unknown,NA,22.7
Anabarilius qiluensis,unknown,NA,13.4
Anabarilius qionghaiensis,unknown,NA,26
Anabarilius songmingensis,unknown,NA,10
Anabarilius transmontanus,unknown,NA,16
Anabarilius xundianensis,unknown,NA,27
Anabarilius yangzonensis,unknown,NA,21.7
Anabas cobojius,unknown,NA,30
Anabas testudineus,unknown,NA,25
Anableps anableps,unknown,400,30
Anableps dowei,unknown,NA,22
Anableps microlepis,unknown,500,32
Anablepsoides amanan,NA,NA,2.81
Anablepsoides amphoreus,unknown,NA,6
Anablepsoides atratus,unknown,NA,4
Anablepsoides bahianus,unknown,NA,5.5
Anablepsoides beniensis,unknown,NA,4
Anablepsoides bondi,NA,NA,NA
Anablepsoides cajariensis,NA,NA,5.62
Anablepsoides caurae,unknown,NA,3.9
Anablepsoides cearensis,NA,NA,NA
Anablepsoides christinae,unknown,NA,6.5
Anablepsoides cryptocallus,unknown,NA,8.5
Anablepsoides deltaphilus,unknown,NA,6
Anablepsoides derhami,unknown,NA,5
Anablepsoides elongatus,unknown,NA,5
Anablepsoides erberi,unknown,NA,6
Anablepsoides fransvermeuleni,NA,NA,6.6
Anablepsoides gamae,NA,NA,2.22
Anablepsoides gaucheri,NA,NA,5.71
Anablepsoides hartii,unknown,NA,10
Anablepsoides henschelae,NA,NA,2.25
Anablepsoides holmiae,unknown,NA,8
Anablepsoides igneus,unknown,NA,15
Anablepsoides immaculatus,unknown,NA,9.5
Anablepsoides intermittens,unknown,NA,7.5
Anablepsoides iridescens,unknown,NA,7.5
Anablepsoides jari,NA,NA,3.1
Anablepsoides jucundus,unknown,NA,5
Anablepsoides lanceolatus,unknown,NA,5.5
Anablepsoides limoncochae,unknown,NA,7.5
Anablepsoides lineasoppilatae,NA,NA,3.73
Anablepsoides lungi,unknown,NA,7.1
Anablepsoides mazaruni,unknown,NA,6
Anablepsoides micropus,unknown,NA,7
Anablepsoides monticola,unknown,NA,3.3
Anablepsoides ophiomimus,unknown,NA,8.5
Anablepsoides ornatus,unknown,NA,4
Anablepsoides ottonii,NA,NA,2.22
Anablepsoides parlettei,NA,NA,3.77
Anablepsoides peruanus,unknown,NA,5.5
Anablepsoides roraima,NA,NA,3.18
Anablepsoides rubrolineatus,unknown,NA,6.5
Anablepsoides speciosus,unknown,NA,3.5
Anablepsoides stagnatus,unknown,NA,6
Anablepsoides taeniatus,unknown,NA,6
Anablepsoides tessellatus,unknown,NA,4.5
Anablepsoides tocantinensis,NA,NA,NA
Anablepsoides urophthalmus,unknown,NA,7
Anablepsoides waimacui,unknown,NA,8.5
Anablepsoides xanthonotus,unknown,NA,7.5
Anablepsoides xinguensis,NA,NA,NA
Anacanthobatis donghaiensis,medium,NA,44
Anacanthobatis marmorata,medium,NA,29
Anacanthobatis nanhaiensis,medium,NA,NA
